CNT,CNTSCHID,REGION,STRATUM,SC001Q01TA,SC011Q01TA,SCHSIZE,SC002Q01TA,SC002Q02TA,STRATIO,TOTAT,student_behavior_issue_mean,teacher_behavior_issue_mean,resources_issue_mean,staff_issues_mean,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA
CZE,20300001,20300,CZE26,3,2,787,205,582,16.5684,47.5,1.2,2.4,2.75,2.25,1,2,1,1,1,2,3,2,3,2,2,2,3,2,3,3,3,2
CZE,20300002,20300,CZE04,4,1,902,464,438,16.5505,54.5,2.2,2.4,2,2.25,2,3,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2
CZE,20300003,20300,CZE17,3,1,621,257,364,12.5455,49.5,1.6,2.8,3,1,1,2,2,1,2,3,1,4,4,2,1,1,1,1,3,3,3,3
CZE,20300004,20300,CZE30,2,1,306,29,277,11.5472,26.5,1.6,2,3.25,1.75,2,3,1,1,1,2,3,2,2,1,1,3,2,1,3,4,4,2
CZE,20300005,20300,CZE11,3,1,564,297,267,17.625,32,2,1.8,3.25,2.25,2,3,2,1,2,1,3,1,2,2,3,3,2,1,4,3,3,3
CZE,20300006,20300,CZE07,1,3,170,100,70,12.1429,14,2,2.2,2.75,2.75,2,3,1,1,3,2,3,2,2,2,3,3,3,2,2,2,4,3
CZE,20300007,20300,CZE06,3,3,581,326,255,15.7027,37,2.2,1.8,2,1.5,3,3,2,1,2,2,3,1,2,1,2,1,2,1,1,1,4,2
CZE,20300008,20300,CZE16,3,2,557,223,334,10.3148,54,1.8,1.8,2.5,2,1,3,2,1,2,1,3,2,2,1,2,1,3,2,2,3,3,2
CZE,20300009,20300,CZE24,2,1,398,158,240,12.0606,33,1.6,2.8,1.75,1.25,1,2,2,1,2,2,2,4,4,2,1,2,1,1,1,2,2,2
CZE,20300010,20300,CZE26,4,1,955,369,586,11.7178,81.5,2,2.6,3.25,3,2,2,2,2,2,3,3,3,2,2,2,2,4,4,3,3,3,4
CZE,20300011,20300,CZE30,3,1,591,205,386,9.6098,61.5,1,1,2,1.25,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3
CZE,20300012,20300,CZE05,3,3,619,284,335,16.2895,38,1.4,1.6,1.5,1.5,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,3,1
CZE,20300013,20300,CZE14,3,1,623,304,319,15.012,41.5,1.8,1.8,1.75,1,2,3,1,2,1,2,3,1,2,1,1,1,1,1,2,2,2,1
CZE,20300014,20300,CZE11,1,3,278,129,149,14.2564,19.5,1.8,2.8,2.5,2.75,2,2,2,1,2,3,3,3,3,2,3,2,3,3,2,2,3,3
CZE,20300015,20300,CZE21,2,3,212,76,136,11.1579,19,1.4,1.2,2.25,1.75,1,2,1,1,2,2,1,1,1,1,3,2,1,1,2,1,3,3
CZE,20300016,20300,CZE14,1,1,151,70,81,10.7857,14,1.8,2.2,1.75,1.5,2,3,1,1,2,2,2,3,2,2,1,2,2,1,1,1,3,2
CZE,20300017,20300,CZE30,3,1,204,113,91,8.6809,23.5,2.4,2.6,1.25,3.25,2,4,2,2,2,2,4,3,2,2,3,3,4,3,2,1,1,1
CZE,20300018,20300,CZE30,5,3,371,206,165,10.9118,34,1.8,1.8,2.5,1.5,2,3,2,1,1,1,3,2,2,1,3,1,1,1,1,1,4,4
CZE,20300019,20300,CZE29,3,1,439,214,225,9.5435,46,1.4,2.2,2.75,2,1,2,2,1,1,2,3,3,2,1,3,2,2,1,2,3,3,3
CZE,20300020,20300,CZE30,3,1,198,7,191,11.6471,17,1.8,1,1.25,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
CZE,20300021,20300,CZE11,4,1,773,418,355,14.0545,55,1,2,2.5,1.25,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,3,4
CZE,20300022,20300,CZE02,3,1,386,203,183,16.0833,24,1.4,1.6,1,2,1,3,1,1,1,1,2,2,1,2,4,2,1,1,1,1,1,1
CZE,20300023,20300,CZE06,3,3,543,205,338,14.6757,37,2.4,2,1.75,2.25,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,1,3,1
CZE,20300024,20300,CZE28,2,1,300,102,198,14.2857,21,1.8,1.8,1,1.75,2,3,2,1,1,2,2,2,2,1,2,3,1,1,1,1,1,1
CZE,20300025,20300,CZE13,1,3,190,108,82,13.1034,14.5,1.2,2,2.5,1.5,1,2,1,1,1,2,3,2,2,1,2,1,2,1,2,2,3,3
CZE,20300026,20300,CZE05,2,1,409,200,209,15.1481,27,3.2,2.8,1.5,3.75,4,4,3,2,3,3,4,3,2,2,4,4,3,4,2,2,1,1
CZE,20300027,20300,CZE14,2,1,284,141,143,9.9649,28.5,2.4,2.4,1.25,1.75,3,3,3,1,2,2,3,3,3,1,1,2,3,1,2,1,1,1
CZE,20300028,20300,CZE06,3,2,486,236,250,17.0526,28.5,1.8,1.8,2.25,1.25,2,3,1,1,2,2,3,1,2,1,2,1,1,1,2,1,2,4
CZE,20300029,20300,CZE15,5,1,648,330,318,6.1714,105,1.4,1.2,3.25,2.25,2,2,1,1,1,1,1,2,1,1,1,2,4,2,3,2,4,4
CZE,20300030,20300,CZE02,1,3,NA,NA,NA,NA,12,2.2,1.6,1.25,2.5,2,3,2,2,2,2,2,1,1,2,3,3,2,2,2,1,1,1
CZE,20300031,20300,CZE31,3,1,429,103,326,11,39,2.4,1.8,3,1,3,3,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3
CZE,20300032,20300,CZE04,4,1,256,123,133,10.8936,23.5,1.2,1,2,2.25,1,1,2,1,1,1,1,1,1,1,2,2,3,2,1,1,3,3
CZE,20300033,20300,CZE05,2,1,449,223,226,16.0357,28,2,1.4,1,2,1,3,2,2,2,2,1,1,2,1,3,3,1,1,1,1,1,1
CZE,20300034,20300,CZE22,3,1,600,280,320,9.2308,65,1.6,1.8,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1
CZE,20300035,20300,CZE23,2,1,268,125,143,9.5714,28,1.4,1.6,1.5,1.5,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1
CZE,20300036,20300,CZE09,2,1,349,187,162,14.5417,24,2.2,1.6,1,2.75,3,3,2,1,2,1,3,1,2,1,3,2,4,2,1,1,1,1
CZE,20300037,20300,CZE29,3,3,438,196,242,11.68,37.5,1.4,2.4,3,2,2,2,1,1,1,2,2,3,3,2,2,2,2,2,3,3,3,3
CZE,20300038,20300,CZE26,1,3,193,78,115,10.1579,19,1.6,2.2,1.75,1,1,2,2,1,2,2,3,2,2,2,1,1,1,1,2,2,1,2
CZE,20300039,20300,CZE29,2,1,307,158,149,9.4462,32.5,1.6,1.4,1.25,1.5,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1
CZE,20300040,20300,CZE30,3,1,231,88,143,11.8462,19.5,1.8,1.2,1.5,1,2,3,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1
CZE,20300041,20300,CZE14,4,1,716,334,382,16.8471,42.5,1.4,1.8,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1
CZE,20300042,20300,CZE31,4,1,909,277,632,17.4808,52,2.6,1.4,1.75,2,4,4,2,2,1,2,2,1,1,1,2,2,3,1,1,2,3,1
CZE,20300043,20300,CZE31,2,1,392,317,75,16.3333,24,2.8,2,2.5,3,3,4,2,2,3,3,2,2,1,2,3,2,4,3,2,2,3,3
CZE,20300044,20300,CZE31,3,1,537,229,308,12.9398,41.5,2.4,1.6,1,2.5,3,3,2,2,2,1,2,1,2,2,3,2,3,2,1,1,1,1
CZE,20300045,20300,CZE30,2,1,320,36,284,8.7671,36.5,1.8,2,2.5,2.25,1,3,1,2,2,2,2,3,1,2,3,2,3,1,2,2,4,2
CZE,20300046,20300,CZE31,2,1,432,234,198,NA,NA,2.2,1,2,3,2,3,2,2,2,1,1,1,1,1,4,4,2,2,2,2,2,2
CZE,20300047,20300,CZE30,5,1,697,238,459,12.0172,58,1.4,1.8,2.5,2.75,1,3,1,1,1,2,3,2,1,1,3,3,3,2,2,2,3,3
CZE,20300048,20300,CZE01,5,3,748,359,389,45.3333,16.5,1.6,1.4,2.25,2.75,1,2,3,1,1,1,3,1,1,1,4,3,3,1,3,2,2,2
CZE,20300049,20300,CZE31,3,1,505,482,23,9.2661,54.5,1.4,1,1.75,1.5,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1
CZE,20300050,20300,CZE30,4,1,594,151,443,13.3483,44.5,1.8,1.8,1.75,1,1,3,1,2,2,2,1,3,2,1,1,1,1,NA,1,1,3,2
CZE,20300051,20300,CZE30,3,1,872,835,37,9.9091,88,2,2.2,1.75,2,2,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2
CZE,20300052,20300,CZE15,5,1,225,113,112,9.1837,24.5,1.6,2,1.75,1.5,1,2,2,2,1,2,2,1,3,2,2,2,1,1,1,1,3,2
CZE,20300053,20300,CZE21,2,2,165,82,83,11.3793,14.5,2.4,2.2,3.5,2,2,3,3,2,2,3,1,3,2,2,3,3,1,1,3,3,4,4
CZE,20300054,20300,CZE11,1,3,458,215,243,11.0361,41.5,2,2.2,2.5,2.5,2,3,3,1,1,2,3,2,2,2,3,3,2,2,4,4,1,1
CZE,20300055,20300,CZE29,2,1,88,88,NA,8,11,2,1.2,2.25,2.25,2,3,2,2,1,1,2,1,1,1,3,1,3,2,3,2,2,2
CZE,20300056,20300,CZE09,1,3,232,126,106,13.2571,17.5,1.8,2.2,2.75,3,1,3,1,2,2,2,4,2,2,1,3,3,3,3,4,2,2,3
CZE,20300057,20300,CZE01,5,1,936,621,315,26,36,1.6,1.4,1,3.25,1,2,1,2,2,1,3,1,1,1,4,4,3,2,1,1,1,1
CZE,20300058,20300,CZE11,1,3,160,86,74,12.8,12.5,1.4,1.6,1.5,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1
CZE,20300059,20300,CZE27,3,1,552,244,308,10.1284,54.5,1.2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,1
CZE,20300060,20300,CZE29,4,1,864,349,515,10.8,80,1.6,2.2,2.25,3.75,1,2,2,2,1,2,2,3,2,2,3,4,4,4,1,2,3,3
CZE,20300061,20300,CZE11,1,1,394,199,195,13.5862,29,2,2,1,2.5,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,1,1,1
CZE,20300062,20300,CZE29,3,1,471,182,289,12.56,37.5,1.2,1.2,2.5,1.5,1,2,1,1,1,1,2,1,1,1,1,1,2,2,3,3,2,2
CZE,20300063,20300,CZE25,4,1,631,232,399,11.4727,55,1.2,1.6,1,1.25,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1
CZE,20300064,20300,CZE03,3,1,706,382,324,14.12,50,2.2,1.6,3.5,2.5,2,2,2,3,2,2,2,1,2,1,2,1,4,3,3,3,4,4
CZE,20300065,20300,CZE08,1,1,117,66,51,8.6667,13.5,1.6,1.2,1,1.5,1,3,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1
CZE,20300066,20300,CZE18,2,1,312,198,114,12.2353,25.5,1.8,2,1,1.25,2,3,2,1,1,3,2,2,2,1,2,1,1,1,1,1,1,1
CZE,20300067,20300,CZE09,3,1,520,277,243,18.2456,28.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CZE,20300068,20300,CZE31,2,2,NA,NA,NA,NA,23,1.8,2.2,3,2.75,1,2,2,2,2,2,3,2,2,2,3,3,3,2,3,3,3,3
CZE,20300069,20300,CZE29,1,1,264,64,200,11.7333,22.5,1.2,1.2,1,1.25,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1
CZE,20300070,20300,CZE29,3,1,401,150,251,11.6232,34.5,1.4,2.2,2.75,1,2,2,1,1,1,3,2,3,2,1,1,1,1,1,2,2,3,4
CZE,20300071,20300,CZE29,2,1,343,110,233,11.4333,30,1.8,1.8,1,2,2,2,2,1,2,1,2,3,2,1,2,2,2,2,1,1,1,1
CZE,20300072,20300,CZE24,3,1,778,325,453,8.1042,96,2,2.4,3.5,2.25,2,2,2,2,2,3,2,3,2,2,2,1,3,3,3,3,4,4
CZE,20300073,20300,CZE30,3,1,325,31,294,9.2857,35,1.6,1.8,2.5,1.5,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,3,3
CZE,20300074,20300,CZE31,2,1,400,300,100,NA,NA,2.4,2.4,2,3,2,3,3,2,2,3,2,2,2,3,4,4,2,2,3,3,1,1
CZE,20300075,20300,CZE10,1,1,207,105,102,11.8286,17.5,1.8,1.6,2,3,1,2,2,2,2,2,2,2,1,1,4,3,2,3,2,2,2,2
CZE,20300076,20300,CZE21,4,1,622,265,357,11.3091,55,2.2,2.2,2.25,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,3
CZE,20300077,20300,CZE17,3,1,717,235,482,11.0308,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CZE,20300078,20300,CZE14,2,3,396,206,190,16.1633,24.5,1.8,1.6,1.5,1.25,2,3,2,1,1,2,3,1,1,1,1,1,2,1,2,1,2,1
CZE,20300079,20300,CZE06,2,1,732,371,361,16.8276,43.5,2.4,2.6,1.5,2.25,2,3,3,2,2,2,4,3,2,2,2,3,2,2,2,2,1,1
CZE,20300080,20300,CZE28,3,1,399,399,NA,13.082,30.5,1.6,2,1.5,1.5,1,2,1,2,2,2,3,2,2,1,1,1,2,2,2,2,1,1
CZE,20300081,20300,CZE06,4,3,470,253,217,100,4.5,2,3,2,2.75,2,2,2,2,2,3,3,3,4,2,3,3,3,2,2,2,2,2
CZE,20300082,20300,CZE15,5,1,375,194,181,11.5385,32.5,1,1.4,2.5,2.5,1,1,1,1,1,1,2,1,2,1,2,2,4,2,2,2,3,3
CZE,20300083,20300,CZE30,2,2,399,287,112,9.975,40,2.6,2.2,1.75,2.5,3,3,3,2,2,2,3,2,2,2,3,3,2,2,2,2,2,1
CZE,20300084,20300,CZE31,1,1,435,354,81,16.7308,26,2.4,2,2.25,2.25,3,3,2,2,2,2,3,2,2,1,4,3,1,1,2,2,3,2
CZE,20300085,20300,CZE09,2,2,677,338,339,13.9588,48.5,1.8,2,1.5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
CZE,20300086,20300,CZE12,1,3,158,81,77,13.7391,11.5,2.2,2,1.75,1.25,2,3,2,2,2,2,2,3,2,1,1,1,2,1,1,2,2,2
CZE,20300087,20300,CZE30,3,1,93,25,68,9.7895,9.5,2,2,2,1.5,2,3,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2
CZE,20300088,20300,CZE01,5,1,526,275,251,14.8169,35.5,1.6,2.2,1.25,2,1,2,3,1,1,2,3,3,1,2,2,3,2,1,1,2,1,1
CZE,20300089,20300,CZE13,1,1,491,237,254,15.8387,31,1.8,2,2,2.5,2,2,2,1,2,3,2,2,2,1,3,3,2,2,2,2,2,2
CZE,20300090,20300,CZE30,4,1,827,782,45,13.232,62.5,1.4,2,2.5,1.5,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,3,3
CZE,20300091,20300,CZE25,3,1,450,200,250,11.6883,38.5,2.2,2.6,1.75,2.25,2,3,2,2,2,3,2,3,3,2,2,1,3,3,3,2,1,1
CZE,20300092,20300,CZE04,1,1,NA,NA,NA,NA,NA,1.6,1.6,1.75,3,1,4,1,1,1,2,3,1,1,1,3,3,3,3,1,1,3,2
CZE,20300093,20300,CZE31,5,1,588,510,78,15.8919,37,2,1.8,1.25,1.75,3,3,1,1,2,2,2,2,1,2,3,1,1,2,1,2,1,1
CZE,20300094,20300,CZE30,3,2,431,420,11,9.3696,46,2.4,2.4,2,3.25,3,3,2,2,2,2,3,3,2,2,4,4,3,2,2,2,2,2
CZE,20300095,20300,CZE10,2,2,503,255,248,16.4918,30.5,2.2,2.8,2,2.25,2,2,3,2,2,3,2,4,3,2,1,2,4,2,1,1,3,3
CZE,20300096,20300,CZE14,2,3,373,205,168,14.6275,25.5,1.8,2.2,2,2,2,2,2,1,2,3,2,3,2,1,2,2,2,2,1,1,3,3
CZE,20300097,20300,CZE29,5,1,647,187,460,11.8716,54.5,1.2,2,1.5,2,1,2,1,1,1,2,2,2,2,2,2,1,4,1,1,2,2,1
CZE,20300098,20300,CZE14,3,1,602,312,290,12.6737,47.5,2.2,1.8,1.25,1.75,2,3,2,2,2,2,2,2,2,1,3,2,1,1,1,1,1,2
CZE,20300099,20300,CZE30,3,1,243,45,198,7.9672,30.5,1.8,1.2,1.25,1.75,3,3,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1
CZE,20300100,20300,CZE07,3,3,782,416,366,15.0385,52,2,2.6,2,2.75,2,3,2,1,2,3,4,2,2,2,4,3,2,2,3,3,1,1
CZE,20300101,20300,CZE05,1,1,117,60,57,10.1739,11.5,1.2,1.2,1.25,2.5,1,2,1,1,1,1,1,2,1,1,3,3,2,2,1,2,1,1
CZE,20300102,20300,CZE23,2,1,310,144,166,11.6981,26.5,2,2.4,1,3.25,2,2,2,2,2,2,4,2,2,2,4,4,4,1,1,1,1,1
CZE,20300103,20300,CZE01,5,1,761,403,358,16.7253,45.5,2.2,2.2,1.25,1.75,2,3,3,1,2,2,3,2,2,2,3,1,2,1,2,1,1,1
CZE,20300104,20300,CZE18,4,1,687,338,349,13.2115,52,2,3,1.5,2,2,2,3,1,2,3,3,4,3,2,3,2,2,1,1,1,2,2
CZE,20300105,20300,CZE05,1,1,142,83,59,10.1429,14,2,2.4,2,2,2,2,3,1,2,3,3,2,2,2,3,3,1,1,2,2,2,2
CZE,20300106,20300,CZE13,2,3,536,284,252,16.4923,32.5,1.6,2.2,2,1,2,2,1,1,2,3,3,2,2,1,1,1,1,1,1,1,3,3
CZE,20300107,20300,CZE31,4,3,828,98,730,11.04,75,2.4,1.8,2.25,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2
CZE,20300108,20300,CZE30,4,1,355,346,9,9.4667,37.5,1.4,1.6,2.75,1.5,1,2,1,1,2,1,2,2,1,2,2,1,1,2,3,2,4,2
CZE,20300109,20300,CZE14,2,1,507,259,248,10.5625,48,2.4,2.4,2.5,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,3,3,2,2
CZE,20300110,20300,CZE10,1,2,116,62,54,10.5455,11,2.6,1.8,2.25,2.5,2,3,3,2,3,2,2,2,2,1,3,2,3,2,2,3,2,2
CZE,20300111,20300,CZE31,3,1,830,310,520,14.5614,57,1.2,1,1,1.25,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
CZE,20300112,20300,CZE01,5,1,608,347,261,14.3059,42.5,1.6,2,3,2.75,2,2,1,1,2,2,3,2,1,2,3,3,3,2,2,3,4,3
CZE,20300113,20300,CZE06,3,3,534,288,246,15.9403,33.5,3,2,1.5,3.25,4,4,3,1,3,2,3,2,2,1,3,3,4,3,2,2,1,1
CZE,20300114,20300,CZE30,4,2,693,91,602,6.8955,100.5,2.2,2.6,1.75,1.5,2,3,2,2,2,3,3,2,3,2,1,1,2,2,2,2,2,1
CZE,20300115,20300,CZE08,2,1,802,418,384,14.1947,56.5,2,1.4,1.25,2,2,2,2,2,2,1,2,1,2,1,2,3,1,2,1,1,1,2
CZE,20300116,20300,CZE31,3,1,1183,650,533,11.7711,100.5,2.4,1.8,1,1.5,3,3,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1
CZE,20300117,20300,CZE08,1,2,157,88,69,10.8276,14.5,1.8,1.4,1.75,3,1,3,2,1,2,2,2,1,1,1,3,2,4,3,2,2,2,1
CZE,20300118,20300,CZE29,2,1,296,110,186,10.7636,27.5,1.4,1,1,1.5,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1
CZE,20300119,20300,CZE29,3,1,682,305,377,14.0619,48.5,1,1.4,2.25,1.5,1,1,1,1,1,2,2,1,1,1,1,1,3,1,2,2,3,2
CZE,20300120,20300,CZE31,2,1,193,186,7,8.0417,24,2.4,1,1.5,1.25,3,3,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1
CZE,20300121,20300,CZE06,3,1,490,260,230,16.0656,30.5,1.4,2.2,1.25,2.5,1,2,1,1,2,2,2,3,2,2,3,3,2,2,1,1,1,2
CZE,20300122,20300,CZE02,2,1,666,332,334,12.6857,52.5,1.6,1.8,1,2.25,2,2,1,1,2,2,2,2,2,1,2,2,3,2,1,1,1,1
CZE,20300123,20300,CZE29,2,1,659,197,462,11.5614,57,1.6,1.8,1.5,1,2,2,2,1,1,2,2,3,1,1,1,1,1,1,1,1,2,2
CZE,20300124,20300,CZE30,3,1,1115,709,406,10.8252,103,2.4,2,3,2.75,3,3,2,2,2,2,2,3,2,1,3,3,3,2,3,3,3,3
CZE,20300125,20300,CZE31,2,3,189,53,136,6.6316,28.5,2.2,2,3,2,3,3,2,2,1,2,2,2,2,2,3,3,1,1,3,3,3,3
CZE,20300126,20300,CZE31,3,1,1115,709,406,10.8252,103,2.4,2,3,2.75,3,3,2,2,2,2,2,3,2,1,3,3,3,2,3,3,3,3
CZE,20300127,20300,CZE11,1,3,359,169,190,14.36,25,2,1.2,2,2.5,2,3,2,1,2,1,2,1,1,1,3,2,3,2,2,2,2,2
CZE,20300128,20300,CZE02,1,3,133,71,62,8.8667,15,2,1.4,1.5,1.25,2,3,3,1,1,1,3,1,1,1,1,2,1,1,2,2,1,1
CZE,20300129,20300,CZE05,3,1,556,289,267,15.8857,35,1.6,2.4,1,2.25,2,3,1,1,1,2,3,3,2,2,3,3,2,1,1,1,1,1
CZE,20300130,20300,CZE02,3,1,253,123,130,16.3226,15.5,1.6,1.8,2,2.5,2,2,2,1,1,2,2,2,2,1,4,4,1,1,1,1,3,3
CZE,20300131,20300,CZE05,2,2,690,355,335,17.9221,38.5,1.8,1,2,1.5,1,2,2,2,2,1,1,1,1,1,3,1,1,1,1,1,3,3
CZE,20300132,20300,CZE29,3,1,360,142,218,12.2034,29.5,2.2,2,2,2,2,3,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2
CZE,20300133,20300,CZE17,3,1,449,203,246,12.3014,36.5,2,2.6,1,2.25,2,3,2,2,1,3,2,4,3,1,3,1,3,2,1,1,1,1
CZE,20300134,20300,CZE21,2,1,345,168,177,11.8966,29,1.4,1.4,1.75,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2
CZE,20300135,20300,CZE31,4,1,1103,939,164,8.7194,126.5,2.6,1.8,3.5,3.25,3,3,3,2,2,2,3,2,1,1,3,4,3,3,3,4,3,4
CZE,20300136,20300,CZE30,3,1,597,199,398,10.7568,55.5,2.2,2,1,2.75,2,3,2,2,2,2,2,2,2,2,4,1,3,3,1,1,1,1
CZE,20300137,20300,CZE10,3,3,1361,938,423,20.6212,66,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,1,2,2
CZE,20300138,20300,CZE30,3,1,563,512,51,8.5954,65.5,2,1.8,2,2,3,3,2,1,1,2,2,2,2,1,3,3,1,1,3,3,1,1
CZE,20300139,20300,CZE11,2,2,435,226,209,14.7458,29.5,2.4,2.8,2.75,3,2,3,3,2,2,3,4,3,2,2,3,3,3,3,2,2,3,4
CZE,20300140,20300,CZE13,1,3,205,115,90,10,20.5,1.6,2.2,1.25,1.5,1,2,2,1,2,2,3,2,2,2,2,2,1,1,1,1,2,1
CZE,20300141,20300,CZE29,2,1,300,102,198,14.2857,21,1.8,1.8,1,1.75,2,3,2,1,1,2,2,2,2,1,2,3,1,1,1,1,1,1
CZE,20300142,20300,CZE13,2,3,336,146,190,14,24,2.6,1.8,1.25,1.75,2,3,3,2,3,2,2,2,2,1,2,1,3,1,1,1,1,2
CZE,20300143,20300,CZE02,2,1,654,304,350,13.9149,47,2.4,2,2,1.25,2,3,3,2,2,2,3,2,2,1,2,1,1,1,3,2,1,2
CZE,20300144,20300,CZE12,1,3,233,117,116,13.7059,17,2.2,1.6,1.75,1.5,3,3,2,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2
CZE,20300145,20300,CZE14,2,3,318,181,137,11.3571,28,2.2,2.2,1.5,1.75,2,2,3,2,2,2,3,2,2,2,2,2,2,1,1,2,1,2
CZE,20300146,20300,CZE08,2,3,592,300,292,16.2192,36.5,2,1.2,1.75,1.25,2,3,2,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2
CZE,20300147,20300,CZE22,4,2,294,125,169,7.5385,39,1.8,1.2,1.25,1.25,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1
CZE,20300148,20300,CZE28,4,1,580,210,370,12.7473,45.5,1.4,2.2,3.25,1.5,1,3,1,1,1,2,2,3,2,2,1,1,3,1,3,3,4,3
CZE,20300149,20300,CZE01,2,3,1453,763,690,16.0552,90.5,1.6,2.8,2.25,3,1,1,2,2,2,3,4,2,2,3,4,4,2,2,2,2,3,2
CZE,20300150,20300,CZE02,3,1,113,61,52,8.0714,14,1.6,1.6,3,2.5,2,2,1,1,2,1,2,2,2,1,2,2,3,3,3,1,4,4
CZE,20300151,20300,CZE29,3,1,529,106,423,13.0617,40.5,1.6,1.6,2,1.5,2,3,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2
CZE,20300152,20300,CZE30,5,1,468,429,39,11.1429,42,1.6,1,1,2.5,2,3,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1
CZE,20300153,20300,CZE30,3,1,458,147,311,12.0526,38,1.4,1,1.5,1.25,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1
CZE,20300154,20300,CZE03,1,3,143,69,74,11.9167,12,1.6,1.6,1.75,1.5,1,3,2,1,1,1,3,2,1,1,3,1,1,1,1,2,2,2
CZE,20300155,20300,CZE20,3,1,292,127,165,9.2698,31.5,2,2,3,2.5,1,2,3,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3
CZE,20300156,20300,CZE02,1,1,298,170,128,14.5366,20.5,2.8,2.2,2,3.5,2,3,3,3,3,2,3,2,2,2,3,3,4,4,2,2,2,2
CZE,20300157,20300,CZE31,2,1,382,368,14,13.1724,29,2,2.2,1,2.25,2,2,2,2,2,2,2,3,2,2,3,1,3,2,1,1,1,1
CZE,20300158,20300,CZE01,5,3,1070,548,522,15.3957,69.5,2.2,2.8,1.75,2.5,2,3,3,1,2,2,3,4,2,3,3,3,2,2,2,1,2,2
CZE,20300159,20300,CZE11,4,1,797,416,381,14.7593,54,2,1.8,2,2.25,2,2,NA,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2
CZE,20300160,20300,CZE31,5,1,561,553,8,NA,NA,2.2,1.6,1.5,2.25,3,3,3,1,1,2,2,1,2,1,3,2,3,1,2,2,1,1
CZE,20300161,20300,CZE13,1,3,194,94,100,15.52,12.5,2,1.8,1.5,1.25,2,3,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2
CZE,20300162,20300,CZE08,2,1,364,193,171,15.4894,23.5,2.2,1.2,1,1,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
CZE,20300163,20300,CZE11,2,3,383,192,191,15.32,25,1.2,1.8,2,1,1,2,1,1,1,1,3,2,2,1,1,1,1,1,1,1,3,3
CZE,20300164,20300,CZE11,4,1,508,254,254,15.3939,33,2,2.8,2,2.75,2,3,2,1,2,3,3,3,3,2,3,3,2,3,2,2,2,2
